account_code,account_name,level,parent_code,statement_type,category,postable
1000000000.000,สินทรัพย์,1,,งบแสดงฐานะการเงิน,สินทรัพย์รวม,0
1100000000.000,สินทรัพย์หมุนเวียน,2,1000000000.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,0
1101000000.000,เงินสดและรายการเทียบเท่าเงินสด,3,1100000000.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,0
1101010000.000,เงินสดในมือ,4,1101000000.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,0
1101010101.001,เงินสดในมือ,6,1101010100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1101020000.000,เงินฝากคลังและสถาบันการเงิน,4,1101000000.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,0
1101020500.000,เงินฝากคลังและหน่วยงานภาครัฐอนื่,5,1101020000.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,0
1101020501.001,เงินฝากกระทรวงการคลัง,6,1101020500.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1101030000.000,เงินฝากและรายการเทียบเท่าเงนิ สดอนื่,4,1101000000.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,0
1101030101.001,เงินฝากกระแสรายวันที่สถาบันการเงิน,6,1101030100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1101030102.001,เงินฝากออมทรัพย์ที่สถาบัน,6,1101030100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1101030199.001,เงินฝากประจำ-ระยะสั้น ไม่เกิน 3 เดือน,6,1101030100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102000000.000,ลูกหนี้หมุนเวียนและรายได้ค้างรับ,3,1100000000.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,0
1102010000.000,ลูกหนี้เงินยืมและเงนิ ทดรองราชการ,4,1102000000.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,0
1102010102.001,ลูกหนี้เงินยืม,6,1102010100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102010102.002,ลูกหนี้เงินยืมเงินสะสม,6,1102010100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102010102.003,ลูกหนี้เงินยืมเงินสะสมกิจการเฉพาะการ,6,1102010100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102030000.000,เงินให้กู้ยืม - บุคคลภายนอก,4,1102000000.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,0
1102030102.001,เงินให้กู้ยืมระยะสั้น-เงินทุนโครงการเศรษฐกิจ,6,1102030100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102030102.002,ส่วนของเงินให้กู้ยืมระยะยาวที่ถึงกำหนดชำระ,6,1102030100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102030102.003,สัญญาเงินให้กู้ยืมที่จะถึงกำหนดชำระคืน,6,1102030100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102030102.997,ส่วนของเงินให้กู้ยืมระยะยาวที่ถึงกำหนดชำระ,6,1102030100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102030102.998,สัญญาเงินให้กู้ยืมที่จะถึงกำหนดชำระคืน,6,1102030100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102030102.999,เงินให้กู้ยืมระยะสั้น-อื่น,6,1102030100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102050000.000,ลูกหนี้หมุนเวียนและรายได้ค้างรับอื่น,4,1102000000.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,0
1102050101.001,ลูกหนี้ค่าสินค้าและบริการ - หน่วยงานภาครัฐ,6,1102050100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102050102.001,ลูกหนี้ค่าสินค้าและบริการ - บุคคลภายนอก,6,1102050100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102050106.001,รายได้ค้างรับ - หน่วยงานภาครัฐ,6,1102050100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102050107.001,รายได้ค้างรับ - บุคคลภายนอก,6,1102050100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102050107.002,ดอกเบี้ยรับจำนำค้างรับ,6,1102050100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102050123.001,ค่าเผื่อหนี้สงสัยจะสูญ - ลูกหนี้ค่าสินค้า,6,1102050100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102050123.002,ค่าเผื่อหนี้สงสัยจะสูญ - ลูกหนี้ภาษีโรงเรือน,6,1102050100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102050123.003,ค่าเผื่อหนี้สงสัยจะสูญ - ลูกหนี้ภาษีบำรุงท้องที่,6,1102050100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102050123.004,ค่าเผื่อหนี้สงสัยจะสูญ - ลูกหนี้ภาษีป้าย,6,1102050100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102050123.005,ค่าเผื่อหนี้สงสัยจะสูญ - ลูกหนี้ภาษีที่ดิน,6,1102050100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102050123.006,ค่าเผื่อหนี้สงสัยจะสูญ - ลูกหนี้ค่ารักษาพยาบาล,6,1102050100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102050123.007,ค่าเผื่อหนี้สงสัยจะสูญ - ลูกหนี้ค่ารักษาพยาบาล,6,1102050100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102050123.008,ค่าเผื่อหนี้สงสัยจะสูญ - ลูกหนี้ค่ารักษาพยาบาล,6,1102050100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102050123.009,ค่าเผื่อหนี้สงสัยจะสูญ -,6,1102050100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102050123.010,ค่าเผื่อหนี้สงสัยจะสูญ -,6,1102050100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102050123.011,ค่าเผื่อหนี้สงสัยจะสูญ - ลูกหนี้ค่ารักษาพยาบาล,6,1102050100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102050123.012,ค่าเผื่อหนี้สงสัยจะสูญ - ลูกหนี้ค่ารักษาพยาบาล,6,1102050100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102050123.998,ค่าเผื่อหนี้สงสัยจะสูญ - ลูกหนี้ค่ารักษาพยาบาลอื่น,6,1102050100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102050123.999,ค่าเผื่อหนี้สงสัยจะสูญ - ลูกหนี้อื่น,6,1102050100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102050129.001,ลูกหนี้เงินมัดจำและเงินประกัน,6,1102050100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102050193.001,รายได้เงินอุดหนุนค้างรับ,6,1102050100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102050193.002,ลูกหนี้อื่น - กรมสรรพากร,6,1102050100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102050193.999,ลูกหนี้อื่น - หน่วยงานภาครัฐ,6,1102050100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102050194.001,ลูกหนี้ - ภาษีโรงเรือนและที่ดิน,6,1102050100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102050194.002,ลูกหนี้ - ภาษีบำรุงท้องที่,6,1102050100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102050194.003,ลูกหนี้ - ภาษีป้าย,6,1102050100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102050194.004,ลูกหนี้ - ภาษีที่ดินและสิ่งปลูกสร้าง,6,1102050100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102050194.005,ลูกหนี้ - ทรัพย์รับจำนำ,6,1102050100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102050194.006,ลูกหนี้ - ค่ารักษาพยาบาลสิทธิหลักประกัน,6,1102050100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102050194.007,ลูกหนี้ - ค่ารักษาพยาบาลสิทธิประกันสังคม,6,1102050100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102050194.008,ลูกหนี้ - ค่ารักษาพยาบาลสิทธิ พ.ร.บ.รถ,6,1102050100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102050194.009,ลูกหนี้ - ค่ารักษาพยาบาลสิทธิเบิกตรงต้นสังกัด,6,1102050100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102050194.010,ลูกหนี้ - ค่ารักษาพยาบาลสิทธิเบิกตรงต้นสังกัด,6,1102050100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102050194.011,ลูกหนี้ - ค่ารักษาพยาบาลสิทธิเบิกตรงต้นสังกัด,6,1102050100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102050194.012,ลูกหนี้ - ค่ารักษาพยาบาลสิทธิเบิกตรงต้นสังกัด,6,1102050100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102050194.998,ลูกหนี้ - ค่ารักษาพยาบาลอื่น,6,1102050100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1102050194.999,ลูกหนี้อื่น - บุคคลภายนอก,6,1102050100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1103000000.000,ลูกหนี้ระยะสั้นอื่น,3,1100000000.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,0
1103020000.000,ลูกหนี้ระยะสั้นอื่น,4,1103000000.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,0
1103020110.001,เงินรอรับคืน,6,1103020100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1103020111.001,เงินจ่ายล่วงหน้า,6,1103020100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1103020112.001,ลูกหนี้ความรับผิดทางแพ่ง,6,1103020100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1103020115.001,ลูกหนี้ความรับผิดทางละเมิด,6,1103020100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1104000000.000,เงินลงทนุ ระยะสั้น,3,1100000000.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,0
1104010000.000,เงินลงทนุ ระยะสั้น,4,1104000000.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,0
1104010100.000,เงินฝากประจำ,5,1104010000.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,0
1104010101.001,เงินฝากประจำ-ระยะสั้น,6,1104010100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1105000000.000,สินค้าและวัสดคุ งเหลือ,3,1100000000.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,0
1105010101.001,วัตถุดิบ,6,1105010100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1105010102.001,สินค้าระหว่างผลิต,6,1105010100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1105010103.001,สินค้าสำเร็จรูป,6,1105010100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1105010103.002,สินค้าเพื่อการบริจาค,6,1105010100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1105010103.003,ทรัพย์หลุดจำนำ,6,1105010100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1105010103.004,ยา,6,1105010100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1105010103.005,วัสดุที่มีไว้ใช้เพื่อการแพทย์,6,1105010100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1105010105.001,วัสดุคงคลัง,6,1105010100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1106000000.000,สินทรัพย์หมุนเวียนอื่น,3,1100000000.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,0
1106010103.001,ค่าใช้จ่ายจ่ายล่วงหน้า,6,1106010100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1106010199.001,พักภาษีหัก ณ ที่จ่าย,6,1106010100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1106010199.002,พักค่าปรับ,6,1106010100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1106010199.003,ภาษีซื้อ,6,1106010100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1106010199.004,ภาษีซื้อยังไม่ถึงกำหนดชำระ,6,1106010100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1106010199.999,สินทรัพย์หมุนเวียนอื่น,6,1106010100.000,งบแสดงฐานะการเงิน,สินทรัพย์หมุนเวียน,1
1200000000.000,สินทรัพย์ไม่หมุนเวยี น,2,1000000000.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,0
1201000000.000,ลูกหนี้ - ระยะยาว,3,1200000000.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,0
1201030000.000,เงินให้กู้ยืมระยะยาว - บุคคลภายนอก,4,1201000000.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,0
1201030102.001,เงินให้กู้ยืมระยะยาว-เงินทุนโครงการเศรษฐกิจ,6,1201030100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1201030102.999,เงินให้กู้ยืมระยะยาว-อื่น,6,1201030100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1201050116.000,ลูกหนี้อื่น - ระยะยาว,6,1201050100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,0
1201050118.001,ค่าเผื่อหนี้สงสัยจะสูญ - ลูกหนี้อื่นระยะยาว,6,1201050100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1201050119.001,เงินขาดบัญชี,6,1201050100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1201050198.999,ลูกหนี้อื่นระยะยาว,6,1201050100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1203000000.000,เงินลงทนุ ระยะยาว,3,1200000000.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,0
1203010000.000,เงินลงทนุ ระยะยาว,4,1203000000.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,0
1203010100.000,เงินฝากประจำ - ระยะยาว,5,1203010000.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,0
1203010101.001,เงินฝากประจำ-ระยะยาว,6,1203010100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1203020000.000,เงินลงทนุ ระยะยาว - อื่น,4,1203000000.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,0
1203020199.001,เงินฝากเงินทุนส่งเสริมกิจการองค์การบริหาร,6,1203020100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1203020199.002,เงินฝากเงินทุนส่งเสริมกิจการเทศบาล,6,1203020100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1203020199.003,เงินทุนส่งเสริมอาชีพ,6,1203020100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1203020199.004,เงินฝากกองทุนอื่น ๆ,6,1203020100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1203020199.005,หุ้นในโรงพิมพ์อาสารักษาดินแดน,6,1203020100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1203020199.999,เงินลงทุนอื่น,6,1203020100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1204000000.000,ที่ดิน,3,1200000000.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,0
1204010000.000,ที่ดินมีกรรมสิทธิ์,4,1204000000.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,0
1204010101.001,ที่ดิน,6,1204010100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1204010103.001,ที่ดิน - ภายใต้สัญญาเช่าการเงิน,6,1204010100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1204040000.000,ที่ดินไม่ระบุรายละเอียด,4,1204000000.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,0
1204040101.001,ที่ดินไม่ระบุรายละเอียด,6,1204040100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1205000000.000,อาคาร,3,1200000000.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,0
1205010000.000,อาคารเพื่อการพักอาศัย,4,1205000000.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,0
1205010101.001,อาคารเพื่อการพักอาศัย,6,1205010100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1205010103.001,ค่าเสื่อมราคาสะสมอาคารเพื่อการพักอาศัย,6,1205010100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1205020000.000,อาคารสำนักงาน,4,1205000000.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,0
1205020101.001,อาคารสำนักงาน,6,1205020100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1205020103.001,ค่าเสื่อมราคาสะสมอาคารสำนักงาน,6,1205020100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1205030000.000,อาคารเพื่อประโยชน์อื่น,4,1205000000.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,0
1205030101.001,อาคารเพื่อประโยชน์อื่น,6,1205030100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1205030103.001,ค่าเสื่อมราคาสะสมอาคารเพื่อประโยชน์อื่น,6,1205030100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1205030104.001,อาคาร - ภายใต้สัญญาเช่าการเงิน,6,1205030100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1205030105.001,ค่าเสื่อมราคาสะสมอาคาร - ภายใต้สัญญาเช่า,6,1205030100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1205030106.001,ส่วนปรับปรุงอาคาร,6,1205030100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1205030108.001,ค่าเสื่อมราคาสะสมส่วนปรับปรุงอาคาร,6,1205030100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1205040000.000,สิ่งปลูกสร้าง,4,1205000000.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,0
1205040101.001,สิ่งปลูกสร้าง,6,1205040100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1205040103.001,ค่าเสื่อมราคาสะสมสิ่งปลูกสร้าง,6,1205040100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1205040104.001,สิ่งปลูกสร้าง - ภายใต้สัญญาเช่าการเงิน,6,1205040100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1205040105.001,ค่าเสื่อมราคาสะสม - สิ่งปลูกสร้างภายใต้สัญญา,6,1205040100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1205060000.000,อาคารและสิ่งปลูกสร้างไม่ระบุรายละเอียด,4,1205000000.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,0
1205060101.001,อาคารและสิ่งปลูกสร้างไม่ระบุรายละเอียด,6,1205060100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1205060102.001,ค่าเสื่อมราคาสะสมอาคารและสิ่งปลูกสร้าง,6,1205060100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1206000000.000,ครุภัณฑ์,3,1200000000.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,0
1206010000.000,ครุภัณฑ์สำนักงาน,4,1206000000.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,0
1206010101.001,ครุภัณฑ์สำนักงาน,6,1206010100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1206010102.001,พักครุภัณฑ์สำนักงาน,6,1206010100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1206010103.001,ค่าเสื่อมราคาสะสมครุภัณฑ์สำนักงาน,6,1206010100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1206020000.000,ครุภัณฑ์ยานพาหนะและขนส่ง,4,1206000000.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,0
1206020101.001,ครุภัณฑ์ยานพาหนะและขนส่ง,6,1206020100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1206020102.001,พักครุภัณฑ์ยานพาหนะและขนส่ง,6,1206020100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1206020103.001,ค่าเสื่อมราคาสะสมครุภัณฑ์ยานพาหนะและ,6,1206020100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1206030000.000,ครุภัณฑ์ไฟฟ้าและวิทยุ,4,1206000000.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,0
1206030101.001,ครุภัณฑ์ไฟฟ้าและวิทยุ,6,1206030100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1206030102.001,พักครุภัณฑ์ไฟฟ้าและวิทยุ,6,1206030100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1206030103.001,ค่าเสื่อมราคาสะสมครุภัณฑ์ไฟฟ้าและวิทยุ,6,1206030100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1206040000.000,ครุภัณฑ์โฆษณาและเผยแพร่,4,1206000000.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,0
1206040101.001,ครุภัณฑ์โฆษณาและเผยแพร่,6,1206040100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1206040102.001,พักครุภัณฑ์โฆษณาและเผยแพร่,6,1206040100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1206040103.001,ค่าเสื่อมราคาสะสมครุภัณฑ์โฆษณาและเผยแพร่,6,1206040100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1206050000.000,ครุภัณฑ์การเกษตร,4,1206000000.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,0
1206050101.001,ครุภัณฑ์การเกษตร,6,1206050100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1206050102.001,พักครุภัณฑ์การเกษตร,6,1206050100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1206050103.001,ค่าเสื่อมราคาสะสมครุภัณฑ์การเกษตร,6,1206050100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1206060000.000,ครุภัณฑ์โรงงาน,4,1206000000.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,0
1206060101.001,ครุภัณฑ์โรงงาน,6,1206060100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1206060102.001,พักครุภัณฑ์โรงงาน,6,1206060100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1206060103.001,ค่าเสื่อมราคาสะสมครุภัณฑ์โรงงาน,6,1206060100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1206070000.000,ครุภัณฑ์ก่อสร้าง,4,1206000000.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,0
1206070101.001,ครุภัณฑ์ก่อสร้าง,6,1206070100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1206070102.001,พักครุภัณฑ์ก่อสร้าง,6,1206070100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1206070103.001,ค่าเสื่อมราคาสะสมครุภัณฑ์ก่อสร้าง,6,1206070100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1206080000.000,ครุภัณฑ์สำรวจ,4,1206000000.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,0
1206080101.001,ครุภัณฑ์สำรวจ,6,1206080100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1206080102.001,พักครุภัณฑ์สำรวจ,6,1206080100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1206080103.001,ค่าเสื่อมราคาสะสมครุภัณฑ์สำรวจ,6,1206080100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1206090000.000,ครุภัณฑ์วิทยาศาสตร์และการแพทย์,4,1206000000.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,0
1206090101.001,ครุภัณฑ์วิทยาศาสตร์และการแพทย์,6,1206090100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1206090102.001,พักครุภัณฑ์วิทยาศาสตร์และการแพทย์,6,1206090100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1206090103.001,ค่าเสื่อมราคาสะสมครุภัณฑ์วิทยาศาสตร์และ,6,1206090100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1206100000.000,ครุภัณฑ์คอมพิวเตอร์,4,1206000000.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,0
1206100101.001,ครุภัณฑ์คอมพิวเตอร์,6,1206100100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
1206100102.001,พักครุภัณฑ์คอมพิวเตอร์,6,1206100100.000,งบแสดงฐานะการเงิน,สินทรัพย์ไม่หมุนเวียน,1
