subdistrict,district,province,budget_year,project_id,project_name,project_type,dept_name,dept_sub_name,purchase_method,purchase_method_group,announce_date,transaction_date,budget_amount,reference_price,contract_value,price_ratio,project_status,contract_no,contract_date,contract_finish_date,contract_duration_days,contract_status,winner_name,winner_tin,latitude,longitude,fraud_risk_flag,fraud_risk_issues,data_quality_note,source_file
โยนก,เชียงแสน,เชียงราย,2566,66017482870,จ้างขุดลอกคลองสูบน้ำสถานีพลังงานไฟฟ้า แห่งที่ 1 หมู่ที่ 4 ตำบลโยนก อำเภอเชียงแสน จังหวัดเชียงราย ใช้ประโยชน์ร่วมกับหมู่ที่ 8 ตำบลท่าข้าวเปลือก อำเภอแม่จัน จังหวัดเชียงราย โดยวิธีเฉพาะเจาะจง,จ้างก่อสร้าง,องค์การบริหารส่วนจังหวัดเชียงราย,องค์การบริหารส่วนจังหวัดเชียงราย,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,,2023-03-03,500000,500543,498000,0.9949,ระหว่างดำเนินการ,123/2566,2023-03-03,2023-05-02,60,ระหว่างดำเนินการ,บริษัท ห้าเล็บการโยธา จำกัด,0575552001007,20.2371801445711,100.06410567934101,,,,โครงการโยนก66.csv
โยนก,เชียงแสน,เชียงราย,2566,66017436246,จ้างขุดลอกหนองคัน หมู่ที่ 4 ตำบลโยนก อำเภอเชียงแสน จังหวัดเชียงราย ใช้ประโยชน์ร่วมกับ หมู่ที่ 8 ตำบลท่าข้าวเปลือก อำเภอแม่จัน จังหวัดเชียงราย โดยวิธีเฉพาะเจาะจง,จ้างก่อสร้าง,องค์การบริหารส่วนจังหวัดเชียงราย,องค์การบริหารส่วนจังหวัดเชียงราย,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,,2023-02-06,500000,502055,498000,0.9919,ระหว่างดำเนินการ,88/2566,2023-02-06,2023-04-07,60,ระหว่างดำเนินการ,ห้างหุ้นส่วนจำกัด สุขเกษม ทรัพย์เพิ่่มพูน,0573559003062,20.2371801445711,100.06410567934101,,,,โครงการโยนก66.csv
โยนก,เชียงแสน,เชียงราย,2566,66079380991,"จ้างธนาคารน้ำใต้ดินระบบเปิดหนองตีนผา  ม.4 ต.โยนก อ.เชียงแสน  จ.เชียงราย ขนาดพื้นที่ 2-3-87.5 ไร่ (4,750.00 ตร.ม.) ลึก  5.00 ม. หรือปริมาตรดินขุดไม่น้อยกว่า 7,400.00 ลบ.ม. รายละเอียดตามแบบแปลนและรายการที่องค์การบริหารส่วนจังหวัดเชียงรายกำหนด (สำนักช่าง) โดยวิธีเฉพาะเจาะจง",จ้างก่อสร้าง,องค์การบริหารส่วนจังหวัดเชียงราย,องค์การบริหารส่วนจังหวัดเชียงราย,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,,2023-07-21,500000,492000,490000,0.9959,ระหว่างดำเนินการ,273/2566,2023-07-21,2023-09-19,60,ระหว่างดำเนินการ,ห้างหุ้นส่วนจำกัด วรรณวัฒน์ 2018,0573561001781,20.2371801445711,100.06410567934101,,,,โครงการโยนก66.csv
โยนก,เชียงแสน,เชียงราย,2566,66079360151,"จ้างโครงการธนาคารน้ำใต้ดินระบบเปิดหนองหว้าสาธารณประโยชน์ ม.๕ ต.โยนก อ.เชียงแสน จ.เชียงราย ขนาดกว้าง ๔๕.๐๐ ม. ยาว ๔๕.๐๐ ม. ลึก ๗.๕๐ ม. หรือปริมาตรดินขุดไม่น้อยกว่า ๗,๓๐๐.๐๐ ลบ.ม. รายละเอียดตามแบบแปลนและรายการที่ อบจ.ชร. กำหนด (สำนักช่าง) โดยวิธีเฉพาะเจาะจง",จ้างก่อสร้าง,องค์การบริหารส่วนจังหวัดเชียงราย,องค์การบริหารส่วนจังหวัดเชียงราย,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,,2023-08-18,500000,491000,490000,0.9980,ระหว่างดำเนินการ,322/2566,2023-08-18,2023-10-17,60,ระหว่างดำเนินการ,ห้างหุ้นส่วนจำกัด วรรณวัฒน์ 2018,0573561001781,20.2371801445711,100.06410567934101,,,,โครงการโยนก66.csv
โยนก,เชียงแสน,เชียงราย,2566,66099596437,"จ้างขุดลอกห้วยเลาหลวง ใช้ประโยชน์ร่วมกันระหว่าง หมู่ที่ ๑, หมู่ที่ ๓ ตำบลโยนก อำเภอเชียงแสน จังหวัดเชียงราย สภาพเดิมพื้นที่โดยเฉลี่ย ๔-๑-๒๕ ไร่ (๖,๙๐๐.๐๐ ตารางเมตร) ลึกเฉลี่ย ๓.๕๐ เมตร ขุดลอกใหม่ให้มีพื้นที่โดยเฉลี่ย ๔-๑-๒๕ ไร่ (๖,๙๐๐.๐๐ ตารางเมตร) ลึกเฉลี่ย ๔.๕๐ เมตร หรือปริมาตรดินขุดไม่น้อยกว่า ๖,๙๐๐.๐๐ ลูกบาศก์เมตร รายละเอียดตามแบบแปลนและรายการที่ อบจ.ชร.กำหนด โดยวิธีเฉพาะเจาะจง",จ้างก่อสร้าง,องค์การบริหารส่วนจังหวัดเชียงราย,องค์การบริหารส่วนจังหวัดเชียงราย,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,,2023-09-27,489900,491000,488000,0.9939,ระหว่างดำเนินการ,390/2566,2023-09-27,2023-11-11,45,ระหว่างดำเนินการ,ห้างหุ้นส่วนจำกัด รุ่งทรัพย์เจริญกิจการโยธา,0573559002511,20.2371801445711,100.06410567934101,,,,โครงการโยนก66.csv
โยนก,เชียงแสน,เชียงราย,2566,66099599752,"จ้างโครงการขุดลอกหนองป่าคาย้อย ใช้ประโยชน์ร่วมกันระหว่างหมู่ที่ 3, หมู่ที่ 6  ตำบลโยนก อำเภอเชียงแสน จังหวัดเชียงราย ขนา",,,,,,,,,,,,,,,,,,,,,,,,ไม่มีพิกัด; แถวถูกตัดกลางคันในไฟล์ต้นฉบับ ข้อมูลท้ายแถวหายไป,โครงการโยนก66.csv
โยนก,เชียงแสน,เชียงราย,2567,67069287728,ประกวดราคาจ้างก่อสร้างปรับปรุง/ซ่อมแซมระบบประปาหมู่บ้านแบบผิวดิน  บ้านสันธาตุใหม่พัฒนา หมู่ที่ 9 ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),จ้างก่อสร้าง,เทศบาลตำบลโยนก,เทศบาลตำบลโยนก,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,2024-07-12,2024-09-02,970000,970000,848000,0.8742,ระหว่างดำเนินการ,26/2567,2024-09-02,2024-12-01,90,ระหว่างดำเนินการ,ห้างหุ้นส่วนจำกัด สัญชัยพานิชลำปาง,0523523000187,20.237180144571,100.06410567934,,,,โครงการโยนก67.csv
โยนก,เชียงแสน,เชียงราย,2567,67089407733,ซื้อชุดไฟฟ้าส่องสว่างระบบโซล่าเซลล์ตามโครงการติดตั้งไฟฟ้าส่องสว่างระบบโซล่าเซลล์เพื่อชุมชน โดยวิธีเฉพาะเจาะจง,ซื้อ,เทศบาลตำบลโยนก,เทศบาลตำบลโยนก,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,,2024-08-21,495000,495000,492900,0.9958,ระหว่างดำเนินการ,6/2567,2024-08-21,2024-11-19,90,ระหว่างดำเนินการ,บริษัท พีเอพี คอนสตรัคชั่น 1988 จำกัด,0575566001039,,,,,ไม่มีพิกัด,โครงการโยนก67.csv
โยนก,เชียงแสน,เชียงราย,2567,67099581759,จ้างก่อสร้างถนนคอนกรีตเสริมเหล็ก รหัสทางหลวงท้องถิ่น ชร.ถ.๑๑๖-๐๓ ช่วงหมู่ที่ ๕ เชื่อม หมู่ที่ ๗ โดยวิธีเฉพาะเจาะจง,จ้างก่อสร้าง,เทศบาลตำบลโยนก,เทศบาลตำบลโยนก,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,,2024-09-24,490000,490000,489000,0.9980,ระหว่างดำเนินการ,27/2567,2024-09-24,2024-11-23,60,ระหว่างดำเนินการ,บริษัท พีเอพี คอนสตรัคชั่น 1988 จำกัด,0575566001039,20.237180144571,100.06410567934,,,,โครงการโยนก67.csv
โยนก,เชียงแสน,เชียงราย,2567,67039515935,จ้างโครงการก่อสร้างถนนคอนกรีตเสริมเหล็ก สายในซอยหมู่บ้าน หมู่ที่ 7 โดยวิธีเฉพาะเจาะจง,จ้างก่อสร้าง,เทศบาลตำบลโยนก,เทศบาลตำบลโยนก,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,,2024-03-29,484000,484000,483000,0.9979,ระหว่างดำเนินการ,5/2567,2024-03-29,2024-05-28,60,ระหว่างดำเนินการ,บริษัท พีเอพี คอนสตรัคชั่น 1988 จำกัด,0575566001039,20.2371801445711,100.06410567934101,,,,โครงการโยนก67.csv
โยนก,เชียงแสน,เชียงราย,2567,67099064376,ซื้อเตาเผาขยะ โดยวิธีเฉพาะเจาะจง,ซื้อ,เทศบาลตำบลโยนก,เทศบาลตำบลโยนก,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,,2024-09-04,450000,450000,449000,0.9978,ระหว่างดำเนินการ,7/2567,2024-09-04,2024-11-03,60,ระหว่างดำเนินการ,บริษัท พลอยไพลิน กรีน เวิลด์ จำกัด,0505557009090,,,,,ไม่มีพิกัด,โครงการโยนก67.csv
โยนก,เชียงแสน,เชียงราย,2567,67059189656,จ้างโครงการก่อสร้างถนนคอนกรีตเสริมเหล็กต่อจากถนนคอนกรีตเสริมเหล็กหน้าสำนักสงฆ์สันป่าสักไปหน้าบ้านนายสุคำ บ้านดอยจัน หมู่ที่ 1 โดยวิธีเฉพาะเจาะจง,จ้างก่อสร้าง,เทศบาลตำบลโยนก,เทศบาลตำบลโยนก,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,,2024-05-27,427800,427800,425000,0.9935,ระหว่างดำเนินการ,17/2567,2024-05-27,2024-08-25,90,ระหว่างดำเนินการ,นายกรรฐวรรธน์ เครื่องสีมา,157070015xxxx,20.2371801445711,100.06410567934101,,,TIN ถูกปกปิดบางส่วนในต้นฉบับ,โครงการโยนก67.csv
โยนก,เชียงแสน,เชียงราย,2567,67089421222,จ้างก่อสร้างโครงการก่อสร้างศาลาอเนกประสงค์ บ้านสันธาตุ หมู่ที่ ๔  โดยวิธีเฉพาะเจาะจง,จ้างก่อสร้าง,เทศบาลตำบลโยนก,เทศบาลตำบลโยนก,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,,2024-08-21,406000,406000,405000,0.9975,ระหว่างดำเนินการ,25/2567,2024-08-21,2024-11-19,90,ระหว่างดำเนินการ,บริษัท พีเอพี คอนสตรัคชั่น 1988 จำกัด,0575566001039,20.2371801445711,100.06410567934101,,,,โครงการโยนก67.csv
โยนก,เชียงแสน,เชียงราย,2567,67039437943,จ้างโครงการก่อสร้างถนนคอนกรีต สายดอยจอมหมอก จำนวน 2 จุด บ้านกู่เต้า หมู่ที่ 3 โดยวิธีเฉพาะเจาะจง,จ้างก่อสร้าง,เทศบาลตำบลโยนก,เทศบาลตำบลโยนก,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,,2024-04-01,400000,400000,399000,0.9975,ระหว่างดำเนินการ,6/2567,2024-04-01,2024-05-31,60,ระหว่างดำเนินการ,บริษัท งามการ คอนสตรัคชั่น จำกัด,0575560004311,20.2371801445711,100.06410567934101,,,,โครงการโยนก67.csv
โยนก,เชียงแสน,เชียงราย,2567,67079427291,จ้างก่อสร้างโดมหน้าเมรุสุสาน บ้านสันธาตุใหม่พัฒนา  หมู่ที่ ๙ โดยวิธีเฉพาะเจาะจง,จ้างก่อสร้าง,เทศบาลตำบลโยนก,เทศบาลตำบลโยนก,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,,2024-07-30,300000,300000,300000,1.0000,ระหว่างดำเนินการ,22/2567,2024-07-30,2024-09-28,60,ระหว่างดำเนินการ,ห้างหุ้นส่วนจำกัด เอ็ม.อาร์.คอนสตรัคชั่นแอนด์เอ็นจิเนียริ่ง,0573567002118,20.2371801445711,100.06410567934101,,,,โครงการโยนก67.csv
โยนก,เชียงแสน,เชียงราย,2567,67079568390,จ้างก่อสร้างโดมหน้าเมรุ สุสานบ้านดอยจัน  หมู่ที่ ๑ โดยวิธีเฉพาะเจาะจง,จ้างก่อสร้าง,เทศบาลตำบลโยนก,เทศบาลตำบลโยนก,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,,2024-07-30,300000,300000,300000,1.0000,ระหว่างดำเนินการ,23/2567,2024-07-30,2024-09-28,60,ระหว่างดำเนินการ,ห้างหุ้นส่วนจำกัด บวรภพ บิลดิ้งโฮม,0573554002297,20.2371801445711,100.06410567934101,,,,โครงการโยนก67.csv
โยนก,เชียงแสน,เชียงราย,2567,67039440652,จ้างโครงการก่อสร้างถนนคอนกรีตเสริมเหล็ก ภายในหมู่บ้าน แยกจากสายทาง ชร.ถ1116-03 (บ้านนายคำพู สร้างแก้ว) บ้านทุ่งฟ้าฮ่าม หมู่ที่ 5 โดยวิธีเฉพาะเจาะจง,จ้างก่อสร้าง,เทศบาลตำบลโยนก,เทศบาลตำบลโยนก,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,,2024-03-29,300000,300000,299000,0.9967,ระหว่างดำเนินการ,4/2567,2024-03-29,2024-05-28,60,ระหว่างดำเนินการ,นายสมบูรณ์  นันต๊ะ,357080034xxxx,20.2371801445711,100.06410567934101,,,TIN ถูกปกปิดบางส่วนในต้นฉบับ,โครงการโยนก67.csv
โยนก,เชียงแสน,เชียงราย,2567,67059208550,จ้างโครงการก่อสร้างถนนคอนกรีตเสริมเหล็ก ภายในหมู่บ้าน ซอย 14 บ้านร่องบง หมู่ที่ 2 โดยวิธีเฉพาะเจาะจง,จ้างก่อสร้าง,เทศบาลตำบลโยนก,เทศบาลตำบลโยนก,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,,2024-05-27,160000,153000,153000,1.0000,ระหว่างดำเนินการ,15/2567,2024-05-27,2024-07-26,60,ระหว่างดำเนินการ,ห้างหุ้นส่วนจำกัด เอคซ์เพิร์ท ดีไซน์,0573559002805,20.2371801445711,100.06410567934101,,,,โครงการโยนก67.csv
โยนก,เชียงแสน,เชียงราย,2567,67059205110,จ้างโครงการก่อสร้างถนนคอนกรีตเสริมเหล็ก ภายในหมู่บ้าน ซอย 6 บ้านร่องบง หมู่ที่ 2 โดยวิธีเฉพาะเจาะจง,จ้างก่อสร้าง,เทศบาลตำบลโยนก,เทศบาลตำบลโยนก,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,,2024-05-27,73000,73000,73000,1.0000,ระหว่างดำเนินการ,14/2567,2024-05-27,2024-07-26,60,ระหว่างดำเนินการ,ห้างหุ้นส่วนจำกัด เอคซ์เพิร์ท ดีไซน์,0573559002805,20.2371801445711,100.06410567934101,,,,โครงการโยนก67.csv
โยนก,เชียงแสน,เชียงราย,2567,67039433894,จ้างโครงการก่อสร้างถนนคอนกรีตเสริมเหล็กภายในหมู่บ้าน แยกจากสายทาง ชร.4004 (ระหว่าง ซอย 1 กัยซอย 3 สายทางที่ 1) หมู่ที่ 6 โดยวิธีเฉพาะเจาะจง,จ้างก่อสร้าง,เทศบาลตำบลโยนก,เทศบาลตำบลโยนก,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,,2024-03-29,73000,73000,73000,1.0000,ระหว่างดำเนินการ,2/2567,2024-03-29,2024-05-13,45,ระหว่างดำเนินการ,นายสมบูรณ์  นันต๊ะ,357080034xxxx,20.2371801445711,100.06410567934101,,,TIN ถูกปกปิดบางส่วนในต้นฉบับ,โครงการโยนก67.csv
โยนก,เชียงแสน,เชียงราย,2567,67039592271,จ้างโครงการก่อสร้างถนนคอนกรีตเสริมเหล็ก ภายในหมู่บ้าน แยกจากสายทาง ชร.4004 (ระหว่าง ซอย 1 กับซอย 3 สายทางที่ 2) หมู่ที่ 6 โดยวิธีเฉพาะเจาะจง,จ้างก่อสร้าง,เทศบาลตำบลโยนก,เทศบาลตำบลโยนก,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,,2024-03-29,73000,73000,73000,1.0000,ระหว่างดำเนินการ,3/2567,2024-03-29,2024-05-13,45,ระหว่างดำเนินการ,นายสมบูรณ์  นันต๊ะ,357080034xxxx,20.2371801445711,100.06410567934101,,,TIN ถูกปกปิดบางส่วนในต้นฉบับ,โครงการโยนก67.csv
โยนก,เชียงแสน,เชียงราย,2567,67059344601,จ้างซ่อมแซมแมกเนติกตู้ควบคุมมอเตอร์ ของสถานีสูบน้ำด้วยพลังงานไฟฟ้า  แห่งที่ 2 บ้านสันธาตุใหม่พัฒนา หมู่ที่ 9   โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,เทศบาลตำบลโยนก,เทศบาลตำบลโยนก,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,,2024-05-20,72500,72500,72500,1.0000,ระหว่างดำเนินการ,119/2567,2024-05-20,2024-06-19,30,ระหว่างดำเนินการ,ร้านนุชนาถ,357010002xxxx,,,,,ไม่มีพิกัด; TIN ถูกปกปิดบางส่วนในต้นฉบับ,โครงการโยนก67.csv
โยนก,เชียงแสน,เชียงราย,2568,68049059897,จ้างโครงการปรับปรุงระบบประปาหมู่บ้าน (งานติดตั้งถังแชมเปญ) บ้านโค้งงาม หมู่ที่ 7 โดยวิธีคัดเลือก,จ้างก่อสร้าง,เทศบาลตำบลโยนก,เทศบาลตำบลโยนก,คัดเลือก,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,,2025-06-13,777000,799000,768000,0.9612,ระหว่างดำเนินการ,15/2568,2025-06-13,2025-10-11,120,ระหว่างดำเนินการ,ห้างหุ้นส่วนจำกัด ท.การช่าง  2017,0623560000399,20.2371801445711,100.06410567934101,,,,โครงการโยนก68.csv
โยนก,เชียงแสน,เชียงราย,2568,67119098693,ประกวดราคาจ้างก่อสร้างโครงการก่อสร้างถนนคอนกรีตเสริมเหล็ก รหัสสายทาง ชร.ถ.116-45 ซอยบ่อขยะ หมู่ที่ 2 ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),จ้างก่อสร้าง,เทศบาลตำบลโยนก,เทศบาลตำบลโยนก,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,2024-12-23,2025-02-25,796000,796000,680000,0.8543,ระหว่างดำเนินการ,6/2568,2025-02-25,2025-05-26,90,ระหว่างดำเนินการ,ห้างหุ้นส่วนจำกัด บวรภพ บิลดิ้งโฮม,0573554002297,20.2371801445711,100.06410567934101,,,,โครงการโยนก68.csv
โยนก,เชียงแสน,เชียงราย,2568,67119099700,ประกวดราคาจ้างก่อสร้างโครงการปรับปรุงระบบประปาหมู่บ้าน บ้านทุ่งฟ้าฮ่าม หมู่ที่ ๕ ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),จ้างก่อสร้าง,เทศบาลตำบลโยนก,เทศบาลตำบลโยนก,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,2025-01-28,2025-03-12,823000,823000,678900,0.8249,ระหว่างดำเนินการ,8/2568,2025-03-12,2025-06-10,90,ระหว่างดำเนินการ,ห้างหุ้นส่วนจำกัด หงาวซีเมนต์บล็อก,0573552001722,20.2371801445711,100.06410567934101,,,,โครงการโยนก68.csv
โยนก,เชียงแสน,เชียงราย,2568,68019387677,จ้างโครงการก่อสร้างถนนคอนกรีตเสริมเหล็ก รหัสสายทางหลวงท้องถิ่น ชร.ถ.๑๑๖-๐๓ ช่วงหมู่ที่ ๕ เชื่อม หมู่ที่ ๗ ตำบลโยนก อำเภอเชียงแสน จังหวัดเชียงราย โดยวิธีเฉพาะเจาะจง,จ้างก่อสร้าง,เทศบาลตำบลโยนก,เทศบาลตำบลโยนก,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,,2025-01-22,499200,497500,496500,0.9980,ระหว่างดำเนินการ,2/2568,2025-01-22,2025-03-23,60,ระหว่างดำเนินการ,บริษัท พีเอพี คอนสตรัคชั่น 1988 จำกัด,0575566001039,20.2371801445711,100.06410567934101,,,,โครงการโยนก68.csv
โยนก,เชียงแสน,เชียงราย,2568,68019384895,ซื้อชุดไฟฟ้าส่องสว่างระบบโซล่าเซลล์ ภายในตำบลโยนก อำเภอเชียงแสน จังหวัดเชียงราย โดยวิธีเฉพาะเจาะจง,ซื้อ,เทศบาลตำบลโยนก,เทศบาลตำบลโยนก,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,,2025-01-22,493000,493000,488400,0.9907,ระหว่างดำเนินการ,3/2568,2025-01-22,2025-03-23,60,ระหว่างดำเนินการ,บริษัท พีเอพี คอนสตรัคชั่น 1988 จำกัด,0575566001039,,,,,ไม่มีพิกัด,โครงการโยนก68.csv
โยนก,เชียงแสน,เชียงราย,2568,68059162940,จ้างก่อสร้างถนนคอนกรีตเสริมเหล็ก ซอย 6 บ้านสันต้นเปา หมู่ที่ 6 โดยวิธีเฉพาะเจาะจง,จ้างก่อสร้าง,เทศบาลตำบลโยนก,เทศบาลตำบลโยนก,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,,2025-05-14,482500,497000,482000,0.9698,ระหว่างดำเนินการ,9/2568,2025-05-14,2025-07-13,60,ระหว่างดำเนินการ,บริษัท พีเอพี คอนสตรัคชั่น 1988 จำกัด,0575566001039,20.2371801445711,100.06410567934101,,,,โครงการโยนก68.csv
โยนก,เชียงแสน,เชียงราย,2568,68019366877,จ้างโครงการก่อสร้างรางระบายน้ำคอนกรีตเสริมเหล็ก ซอย ๓ บ้านดอยจัน หมู่ที่ ๑ โดยวิธีเฉพาะเจาะจง,จ้างก่อสร้าง,เทศบาลตำบลโยนก,เทศบาลตำบลโยนก,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,,2025-01-22,480000,480000,479000,0.9979,ระหว่างดำเนินการ,1/2568,2025-01-22,2025-04-22,90,ระหว่างดำเนินการ,บริษัท พีเอพี คอนสตรัคชั่น 1988 จำกัด,0575566001039,20.2371801445711,100.06410567934101,,,,โครงการโยนก68.csv
โยนก,เชียงแสน,เชียงราย,2568,68089284849,จ้างก่อสร้างถนนคอนกรีตเสริมเหล็ก  สายเลียบหนองแกลบ (รหัสสายทาง ชร.ถ.๑๑๖-๐๔) โดยวิธีเฉพาะเจาะจง,จ้างก่อสร้าง,เทศบาลตำบลโยนก,เทศบาลตำบลโยนก,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,,2025-08-18,474100,474100,474100,1.0000,ระหว่างดำเนินการ,19/2568,2025-08-18,2025-11-16,90,ระหว่างดำเนินการ,บริษัท พีเอพี คอนสตรัคชั่น 1988 จำกัด,0575566001039,20.2371801445711,100.06410567934101,,,,โครงการโยนก68.csv
โยนก,เชียงแสน,เชียงราย,2568,68089304555,จ้างก่อสร้างถนนคอนกรีตเสริมเหล็กทางเข้าโรงเรียนศาสตร์พระราชา  หมู่ที่ 3 โดยวิธีเฉพาะเจาะจง,จ้างก่อสร้าง,เทศบาลตำบลโยนก,เทศบาลตำบลโยนก,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,,2025-08-19,447000,447000,447000,1.0000,ระหว่างดำเนินการ,21/2568,2025-08-19,2025-11-17,90,ระหว่างดำเนินการ,ห้างหุ้นส่วนจำกัด เชาวนพาณิชย์ 2021,0573566002581,20.2371801445711,100.06410567934101,,,,โครงการโยนก68.csv
โยนก,เชียงแสน,เชียงราย,2568,68019397522,จ้างโครงการก่อสร้างถนนคอนกรีตเสริมเหล็ก ซอย ๓ หมู่ที่ ๗ ตำบลโยนก อำเภอเชียงแสน จังหวัดเชียงราย  โดยวิธีเฉพาะเจาะจง,จ้างก่อสร้าง,เทศบาลตำบลโยนก,เทศบาลตำบลโยนก,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,,2025-01-27,437600,436800,435800,0.9977,ระหว่างดำเนินการ,3/2568,2025-01-27,2025-03-28,60,ระหว่างดำเนินการ,ห้างหุ้นส่วนจำกัด เอคซ์เพิร์ท ดีไซน์,0573559002805,20.2371801445711,100.06410567934101,,,,โครงการโยนก68.csv
โยนก,เชียงแสน,เชียงราย,2568,68059154951,จ้างก่อสร้างรางระบายน้ำคอนกรีตเสริมเหล็กเข้าพื้นที่การเกษตร บ้านโค้งงาม หมู่ที่ 7 โดยวิธีเฉพาะเจาะจง,จ้างก่อสร้าง,เทศบาลตำบลโยนก,เทศบาลตำบลโยนก,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,,2025-05-14,328000,328000,327000,0.9970,ระหว่างดำเนินการ,10/2568,2025-05-14,2025-08-12,90,ระหว่างดำเนินการ,บริษัท พีเอพี คอนสตรัคชั่น 1988 จำกัด,0575566001039,20.2371801445711,100.06410567934101,,,,โครงการโยนก68.csv
โยนก,เชียงแสน,เชียงราย,2568,68099146425,จ้างวางท่อระบายน้ำคอนกรีตเสริมเหล็ก สามแยกท้ายหมู่บ้าน บ้านโค้งงาม หมู่ที่ 7 โดยวิธีเฉพาะเจาะจง โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,เทศบาลตำบลโยนก,เทศบาลตำบลโยนก,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,,2025-09-11,40000,40000,40000,1.0000,ระหว่างดำเนินการ,191/2568,2025-09-11,2025-09-18,7,ระหว่างดำเนินการ,นายชนธวัช วงศ์ษา,110370066xxxx,,,,,ไม่มีพิกัด; TIN ถูกปกปิดบางส่วนในต้นฉบับ,โครงการโยนก68.csv
