subdistrict,district,province,budget_year,project_id,project_name,project_type,dept_name,dept_sub_name,purchase_method,purchase_method_group,announce_date,transaction_date,budget_amount,reference_price,contract_value,price_ratio,project_status,contract_no,contract_date,contract_finish_date,contract_duration_days,contract_status,winner_name,winner_tin,latitude,longitude,fraud_risk_flag,fraud_risk_issues,data_quality_note,source_file
ท่าช้าง,บางกล่ำ,สงขลา,2568,68079637837,จ้างซ่อมแซมหลุมบ่อถนนดินลูกรัง ภายในเขตพื้นที่เทศบาลตำบลท่าช้าง ตำบลท่าช้าง อำเภอบางกล่ำ จังหวัดสงขลา โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,เทศบาลตำบลท่าช้าง,เทศบาลตำบลท่าช้าง,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,,2025-09-16,140544.15,140544.15,140500,0.9997,ระหว่างดำเนินการ,429/2568,2025-09-16,2025-10-31,45,ระหว่างดำเนินการ,,0905568006310,,,,,ไม่มีพิกัด,โครงการท่าช้าง68.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2566,66069309678,จ้างโครงการก่อสร้างรางระบายน้ำรูปตัวยู พร้อมฝาปิด (หย่อมบ้านก๊อตป่าบง) บ้านปางมะกง หมู่ที่ 11 โดยวิธีเฉพาะเจาะจง,จ้างก่อสร้าง,,,เฉพาะเจาะจง,,,,495430,494596.35,494000,0.9988,ระหว่างดำเนินการ,,,,,,ที เอ็น ดับเบิ้ลยู เชียงดาวก่อสร้าง,,,,TRUE,ส่อหั่นสัญญาแบ่งช่วง หรือหลีกเลี่ยงการประมูล,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2566.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2566,66069032917,จ้างโครงการก่อสร้างผนังกั้นน้ำ บ้านแม่ป๋าม หมู่ที่ 3 (ยาว 12.00 เมตร) โดยวิธีเฉพาะเจาะจง (เลขที่โครงการ : 66069032917),จ้างทำของ/จ้างเหมาบริการ,,,เฉพาะเจาะจง,,,,100553,100551.75,100000,0.9945,จัดทำสัญญา/PO แล้ว,,,,,,นายเกษม กันทะวัง,,,,TRUE,เสนอราคาใกล้ราคากลาง; จงใจเสนอราคาสูง,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2566.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2566,66027244288,จ้างซ่อมแซมถนนลูกรังเป็นช่วงๆ พร้อมปรับเกลี่ยถนน หย่อมบ้านถ้ำแกลบ บ้านห้วยลึก หมู่ที่ 7 จำนวน 4 เส้น โดยวิธีเฉพาะเจาะจง (เลขที่โครงการ : 66027244288),จ้างทำของ/จ้างเหมาบริการ,,,เฉพาะเจาะจง,,,,88206,88206,88206,1.0000,จัดทำสัญญา/PO แล้ว,,,,,,นายณัฐพล เลาหาง,,,,TRUE,เสนอราคาต่ำกว่าราคากลางผิดปกติ,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2566.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2566,65107078438,จ้างเหมาประกอบอาหารกลางวัน (ปรุงสำเร็จ) จำนวนนักเรียน 27 คน อัตราคนละ 21 บาท จำนวน 151 วัน (ตั้งแต่วันที่ 1 ตุลาคม 2565 - วันที่ 15 พฤษภาคม 2566) ศูนย์พัฒนาเด็กเล็กบ้านหนองเต่า โดยวิธีเฉพาะเจาะจง (เลขที่โครงการ : 65107078438),เช่า,,,เฉพาะเจาะจง,,,,85617,85617,85617,1.0000,จัดทำสัญญา/PO แล้ว,,,,,,นายสุทธิพงศ์ วิทยรุจ,,,,TRUE,จัดซื้อจัดจ้างแบบเฉพาะเจาะจงท้ายปีงบประมาณ,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2566.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2566,66099148115,ซื้อสื่อการเรียนการสอน (รายหัว) จำนวน ๓๒ รายการ ศูนย์พัฒนาเด็กเล็กบ้านห้วยจะค่าน ประจำปีงบประมาณ ๒๕๖๖ โดยวิธีเฉพาะเจาะจง (เลขที่โครงการ : 66099148115),จ้างก่อสร้าง,,,เฉพาะเจาะจง,,,,74562,74562,74562,1.0000,จัดทำสัญญา/PO แล้ว,,,,,,ซีซีอาร์ สปอร์ต กรุ๊ป,,,,TRUE,จัดซื้อจัดจ้างแบบเฉพาะเจาะจงท้ายปีงบประมาณ,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2566.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2566,66089171666,ซื้อวัสดุสำนักงาน จำนวน 27 รายการ (ฝ่ายปกครอง) โดยวิธีเฉพาะเจาะจง (เลขที่โครงการ : 66089171666),จ้างก่อสร้าง,,,เฉพาะเจาะจง,,,,19875,19875,19875,1.0000,จัดทำสัญญา/PO แล้ว,,,,,,นานาเชียงดาว,,,,TRUE,จัดซื้อจัดจ้างแบบเฉพาะเจาะจงท้ายปีงบประมาณ,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2566.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2566,66099365134,ซื้อจัดซื้อวัสดุก่อสร้างเพื่อใช้ในการก่อสร้าง เทรางระบายน้ำหลังห้องน้ำ (กองช่าง) จำนวน 2 รายการ โดยวิธีเฉพาะเจาะจง (เลขที่โครงการ : 66099365134),จ้างก่อสร้าง,,,เฉพาะเจาะจง,,,,19756,19756,19756,1.0000,จัดทำสัญญา/PO แล้ว,,,,,,ที เอ็น ดับเบิ้ลยู เชียงดาวก่อสร้าง,,,,TRUE,จัดซื้อจัดจ้างแบบเฉพาะเจาะจงท้ายปีงบประมาณ,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2566.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2566,66099137646,จ้างทำสติกเกอร์เครื่องหมายและแถบสะท้อนแสง รถบริการแพทย์ฉุกเฉิน (EMS (รถกู้ชีพ-รถกู้ภัย เขต 1 และ เขต 2) โดยวิธีเฉพาะเจาะจง (เลขที่โครงการ : 66099137646),เช่า,,,เฉพาะเจาะจง,,,,19600,19600,19600,1.0000,จัดทำสัญญา/PO แล้ว,,,,,,ร้านเอ็มสติกเกอร์,,,,TRUE,จัดซื้อจัดจ้างแบบเฉพาะเจาะจงท้ายปีงบประมาณ,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2566.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2566,65117446269,ซื้อวัสดุยานพาหนะและขนส่ง จำนวน 3 รายการ (รถบรรทุกน้ำเอนกประสงค์ หมายเลขทะเบียน ผห 6098 หมายเลขครุภัณฑ์ 004 59 0002) โดยวิธีเฉพาะเจาะจง (เลขที่โครงการ : 65117446269),จ้างก่อสร้าง,,,เฉพาะเจาะจง,,,,19600,19600,19600,1.0000,จัดทำสัญญา/PO แล้ว,,,,,,ร้าน อู่ 3 ต.กลการ 3 ต.อะไหล่ยนต์,,,,TRUE,เสนอราคาต่ำกว่าราคากลางผิดปกติ,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2566.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2566,66079529545,ซื้อวัสดุ จำนวน ๔ รายการ ตามโครงการส่งเสริมและบำรุงพระพุทธศาสนา ประจำปีงบประมาณ ๒๕๖๖ โดยวิธีเฉพาะเจาะจง (เลขที่โครงการ : 66079529545),จ้างก่อสร้าง,,,เฉพาะเจาะจง,,,,18842,18842,18842,1.0000,จัดทำสัญญา/PO แล้ว,,,,,,อีดิท เลิฟ,,,,TRUE,จัดซื้อจัดจ้างแบบเฉพาะเจาะจงท้ายปีงบประมาณ,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2566.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2567,67089037580,จ้างโครงการก่อสร้างถนนคอนกรีตเสริมเหล็ก บ้านห้วยน้ำริน หมู่ที่ 16 เริ่มจากถนน คสล.เดิม (ซอย 3) ถึง บ้านนายเร่ง ทองสุข โดยวิธีเฉพาะเจาะจง (เลขที่โครงการ : 67089037580),จ้างทำของ/จ้างเหมาบริการ,,,เฉพาะเจาะจง,,,,372186,371774.31,371000,0.9979,จัดทำสัญญา/PO แล้ว,,,,,,ที เอ็น ดับเบิ้ลยู เชียงดาวก่อสร้าง,,,,TRUE,เสนอราคาใกล้ราคากลาง; จัดซื้อจัดจ้างแบบเฉพาะเจาะจงท้ายปีงบประมาณ,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2567.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2567,67059570954,จ้างโครงการก่อสร้างแท็งค์พักน้ำคอนกรีตเสริมเหล็ก (หย่อมบ้านนาน้อย) บ้านห้วยจะค่านหมู่ที่ 9 โดยวิธีเฉพาะเจาะจง (เลขที่โครงการ : 67059570954),จ้างทำของ/จ้างเหมาบริการ,,,เฉพาะเจาะจง,,,,351500,336059.24,336000,0.9998,จัดทำสัญญา/PO แล้ว,,,,,,บุญทรวงก่อสร้าง,,,,TRUE,เสนอราคาใกล้ราคากลาง,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2567.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2567,67069314228,จ้างโครงการก่อสร้างรางระบายน้ำคอนกรีตเสริมเหล็กรูปตัวยู พร้อมฝาปิด หย่อมบ้านสรรเสริญ-ดอยนาง บ้านห้วยจะค่าน หมู่ที่ 9 จากบ้านนายเปตาลุ ตามา ถึงบ้านนายจะสอ จะภู โดยวิธีเฉพาะเจาะจง (เลขที่โครงการ : 67069314228),จ้างทำของ/จ้างเหมาบริการ,,,เฉพาะเจาะจง,,,,213000,211453.07,211000,0.9979,จัดทำสัญญา/PO แล้ว,,,,,,ที เอ็น ดับเบิ้ลยู เชียงดาวก่อสร้าง,,,,TRUE,เสนอราคาใกล้ราคากลาง,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2567.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2567,67059040701,จ้างโครงการปรับปรุงเสียงตามสายประจำหมู่บ้าน บ้านปางมะกง หมู่ที่ 11 โดยวิธีเฉพาะเจาะจง (เลขที่โครงการ : 67059040701),เช่า,,,เฉพาะเจาะจง,,,,162700,141199.53,141100,0.9993,จัดทำสัญญา/PO แล้ว,,,,,,ทิกเกอร์ซาวด์แอนด์อิเล็กทรอนิกส์,,,,TRUE,เสนอราคาใกล้ราคากลาง,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2567.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2567,67049473087,จ้างโครงการก่อสร้างถนนคอนกรีตเสริมเหล็ก บ้านปางเฟือง หมู่ที่ 2 จากถนน คสล.เดิม - สวนนายสุวิทย์ อุดทาเศษ โดยวิธีเฉพาะเจาะจง (เลขที่โครงการ : 67049473087),จ้างทำของ/จ้างเหมาบริการ,,,เฉพาะเจาะจง,,,,124700,123311.61,123300,0.9999,จัดทำสัญญา/PO แล้ว,,,,,,ที เอ็น ดับเบิ้ลยู เชียงดาวก่อสร้าง,,,,TRUE,เสนอราคาใกล้ราคากลาง,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2567.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2567,67029147941,จ้างโครงการก่อสร้างถนนคอนกรีตเสริมเหล็ก บ้านหนองเต่า หมู่ที่ 15 จากบ้านนางนาแต๋ ป่าโล๊ะ ถึง บ้านนายจะสอ แอแต๋ โดยวิธีเฉพาะเจาะจง (เลขที่โครงการ : 67029147941),จ้างทำของ/จ้างเหมาบริการ,,,เฉพาะเจาะจง,,,,110000,99411.85,99400,0.9999,จัดทำสัญญา/PO แล้ว,,,,,,ที เอ็น ดับเบิ้ลยู เชียงดาวก่อสร้าง,,,,TRUE,เสนอราคาใกล้ราคากลาง,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2567.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2567,67029323326,จ้างโครงการปรับปรุงผิวจราจรลูกรังบดอัดแน่น (หย่อมบ้านใหม่อรุณ)บ้านแม่มะกู้ หมู่ที่ 12 จากสนามกีฬาหมู่บ้าน - ถนนลาดยางบ้านแม่ป๋าม) ยาว 900 เมตร โดยวิธีเฉพาะเจาะจง (เลขที่โครงการ : 67029323326),จ้างทำของ/จ้างเหมาบริการ,,,เฉพาะเจาะจง,,,,99600,93884,93800,0.9991,จัดทำสัญญา/PO แล้ว,,,,,,ที เอ็น ดับเบิ้ลยู เชียงดาวก่อสร้าง,,,,TRUE,เสนอราคาใกล้ราคากลาง,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2567.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2567,67039027606,จ้างโครงการก่อสร้างถนนคอนกรีตเสริมเหล็ก บ้านห้วยลึก หมู่ที่ 7 จากบ้านนายท้ง แซ่ลี - บ้านนายสินชัย แซ่หาญ โดยวิธีเฉพาะเจาะจง (เลขที่โครงการ : 67039027606),จ้างทำของ/จ้างเหมาบริการ,,,เฉพาะเจาะจง,,,,76400,75956.03,75900,0.9993,จัดทำสัญญา/PO แล้ว,,,,,,ที เอ็น ดับเบิ้ลยู เชียงดาวก่อสร้าง,,,,TRUE,เสนอราคาใกล้ราคากลาง,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2567.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2567,67049384050,จ้างซ่อมแซมถนนลูกรังเป็นช่วง ๆ พร้อมปรับเกลี่ยถนน (หย่อมบ้านถ้ำแกลบ) บ้านห้วยลึก หมู่ที่ 7 จำนวน 4 จุด โดยวิธีเฉพาะเจาะจง (เลขที่โครงการ : 67049384050),เช่า,,,เฉพาะเจาะจง,,,,58677,58677,58600,0.9987,จัดทำสัญญา/PO แล้ว,,,,,,นายณัฐพล เลาหาง,,,,TRUE,เสนอราคาใกล้ราคากลาง,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2567.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2567,67079181360,ซื้อแว่นตา ตามโครงการคัดกรองความผิดปกติสายตาและแก้ไขปัญหาการมองเห็นไม่ชัดในกลุ่มของสูงอายุ จำนวน 2 รายการ โดยวิธีเฉพาะเจาะจง (เลขที่โครงการ : 67079181360),จ้างก่อสร้าง,,,เฉพาะเจาะจง,,,,57100,57100,57100,1.0000,จัดทำสัญญา/PO แล้ว,,,,,,ร้านเเว่นตานายก,,,,TRUE,จัดซื้อจัดจ้างแบบเฉพาะเจาะจงท้ายปีงบประมาณ,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2567.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2568,68029081546,จ้างโครงการก่อสร้างถนนคอนกรีตเสริมเหล็ก บ้านห้วยลึก หมู่ที่ 7 จากสวนนายเจริญ ภูริบริบูรณ์ - สวน นายธเนศ โกวิทย์พนาดร โดยวิธีเฉพาะเจาะจง,จ้างก่อสร้าง,,,เฉพาะเจาะจง,,,,490500,487355.44,487300,0.9999,ระหว่างดำเนินการ,,,,,,ที เอ็น ดับเบิ้ลยู เชียงดาวก่อสร้าง,,,,TRUE,ส่อหั่นสัญญาแบ่งช่วง หรือหลีกเลี่ยงการประมูล,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2568.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2568,67109289604,ซื้อจัดซื้อวัสดุงานบ้านงานครัว อาหารเสริม (นม) ภาคเรียนที่ 2 ปีการศึกษา 2567 และปิดภาคเรียน ของโรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน (สพฐ.) และโรงเรียนสังกัด (สพฐ.) ในโครงการพระราชดำริ โดยวิธีเฉพาะเจาะจง,ซื้อ,,,เฉพาะเจาะจง,,,,2032906.5,2032906.5,2032906.5,1.0000,ระหว่างดำเนินการ,,,,,,องค์การส่งเสริมกิจการโคนมแห่งประเทศไทย (อ.ส.ค.),,,,FALSE,,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2568.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2568,68039298502,จ้างโครงการปรับปรุงผิวทางจราจรลูกรังบดอัดแน่น บ้านแม่มะกู้ หมู่ที่ 12 จากทางเข้าวัดป่าเรไร ถึงป่าช้าวัดป่าเรไร โดยวิธีเฉพาะเจาะจง (เลขที่โครงการ : 68039298502),จ้างทำของ/จ้างเหมาบริการ,,,เฉพาะเจาะจง,,,,0,4618.42,0,,จัดทำสัญญา/PO แล้ว,,,,,,ส.สายฝาง คอนสตรัคชั่น 2019,,,,TRUE,ราคากลางสูง/ต่ำกว่างบประมาณ,งบประมาณ/วงเงินสัญญาเป็น 0 ตามต้นฉบับ; ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2568.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2568,68079054687,ซื้ออาหารเสริม (นม) ประจำภาคเรียนที่ 1 ประจำปีการศึกษา 2568 ของโรงเรียนสังกัดสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน (สพฐ.) และโรงเรียนสังกัด (สพฐ.) ในโครงการพระราชดำริ โดยวิธีเฉพาะเจาะจง,ซื้อ,,,เฉพาะเจาะจง,,,,1009720.14,1009720.14,1009720.14,1.0000,ระหว่างดำเนินการ,,,,,,องค์การส่งเสริมกิจการโคนมแห่งประเทศไทย (อ.ส.ค.),,,,FALSE,,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2568.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2568,67119033131,จ้างโครงการก่อสร้างลานคอนกรีตอเนกประสงค์ บ้านปางมะกง (หย่อมก๊อตป่าบง) หมู่ที่ 11 โดยวิธีเฉพาะเจาะจง,จ้างก่อสร้าง,,,เฉพาะเจาะจง,,,,445970,448670.55,445000,0.9918,ระหว่างดำเนินการ,,,,,,ที เอ็น ดับเบิ้ลยู เชียงดาวก่อสร้าง,,,,FALSE,,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2568.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2568,68019118227,ซื้อครุภัณฑ์สำนักงาน (สำนักปลัด) จำนวน 5 รายการ โดยวิธีเฉพาะเจาะจง,ซื้อ,,,เฉพาะเจาะจง,,,,392600,392600,392600,1.0000,ระหว่างดำเนินการ,,,,,,พีเอสวาย อินเตอเนชั่น,,,,FALSE,,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2568.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2568,67109002953,ซื้อจัดซื้อวัสดุงานบ้านงานครัว อาหารเสริม นม ภาคเรียนที่ 2 2567 งานระดับก่อนวัยเรียนและประถมศึกษา โดยวิธีเฉพาะเจาะจง,ซื้อ,,,เฉพาะเจาะจง,,,,344549.4,344549.4,344549.4,1.0000,ระหว่างดำเนินการ,,,,,,องค์การส่งเสริมกิจการโคนมแห่งประเทศไทย (อ.ส.ค.),,,,FALSE,,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2568.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2568,68039445759,จ้างโครงการก่อสร้างถนนคอนกรีตเสริมเหล็ก บ้านป่าตึงงาม หมู่ที่ 14 ทางเข้าสุสานบ้านป่าตึงงาม โดยวิธีเฉพาะเจาะจง,จ้างก่อสร้าง,,,เฉพาะเจาะจง,,,,320600,316914.71,316500,0.9987,ระหว่างดำเนินการ,,,,,,ส.สายฝางคอนสตรัคชั่น2019,,,,FALSE,,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2568.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2568,67119132436,จ้างโครงการก่อสร้างลานอเนกประสงค์ศูนย์พัฒนาเด็กเล็กเทศบาลตำบลปิงโค้ง บ้านห้วยลึก หมู่ที่ 7 โดยวิธีเฉพาะเจาะจง,จ้างก่อสร้าง,,,เฉพาะเจาะจง,,,,313900,304028.6,304000,0.9999,ระหว่างดำเนินการ,,,,,,ที เอ็น ดับเบิ้ลยู เชียงดาวก่อสร้าง,,,,FALSE,,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2568.csv
ปิงโค้ง,เชียงดาว,เชียงใหม่,2568,68039172761,จ้างโครงการก่อสร้างถนนคอนกรีตเสริมเหล็ก บ้านปางเฟือง หมู่ที่ 2 จากบ้านนายนคร มาแดง - สวนนายแสงฟ้า ชนกเศรณี โดยวิธีเฉพาะเจาะจง,จ้างก่อสร้าง,,,เฉพาะเจาะจง,,,,293750,247787.89,247000,0.9968,ระหว่างดำเนินการ,,,,,,ที เอ็น ดับเบิ้ลยู เชียงดาวก่อสร้าง,,,,FALSE,,ข้อมูลสรุป: ไม่มีหน่วยงาน/วันที่/สัญญา/TIN/พิกัดในต้นฉบับ; อำเภอ-จังหวัดเติมจากที่ตั้งตำบล (ไม่มีในต้นฉบับ),โครงการปิงโค้ง2568.csv
โยนก,เชียงแสน,เชียงราย,2566,66079021729,"จ้างขุดลอกหนองช้างสาธารณประโยชน์ หมู่ที่ ๔ ตำบลโยนก อำเภอเชียงแสน จังหวัดเชียงราย ใช้ประโยชน์ร่วมกับ หมู่ที่ ๘ ตำบลท่าข้าวเปลือก อำเภอแม่จัน จังหวัดเชียงราย สภาพเดิมพื้นที่โดยเฉลี่ย ๓-๐-๕๐ ไร่ (๕,๐๐๐.๐๐ ตารางเมตร) ลึก ๒.๕๐ เมตร ขุดลอกใหม่ให้มีพื้นที่โดยเฉลี่ย ๓-๐-๕๐ ไร่ (๕,๐๐๐.๐๐ ตารางเมตร) ลึก ๔.๖๐ เมตร หรือปริมาตรดินขุดไม่น้อยกว่า ๙,๕๐๐.๐๐ ลูกบาศก์เมตร รายละเอียดตามแบบแปลนและรายการที่ อบจ.ชร. กำหนด โดยวิธีเฉพาะเจาะจง",จ้างก่อสร้าง,องค์การบริหารส่วนจังหวัดเชียงราย,องค์การบริหารส่วนจังหวัดเชียงราย,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,,2023-07-20,500000,500436,498000,0.9951,ระหว่างดำเนินการ,267/2566,2023-07-20,2023-10-18,90,ระหว่างดำเนินการ,บริษัท ภูริเดช คอร์ปอเรชั่น จำกัด,0575564001571,20.2371801445711,100.06410567934101,,,,โครงการโยนก66.csv
